charge_at_pH_val,gravy,molecular_weight,aromaticity,instability_index,isoelectric_point,secondary_structure_fraction (helix),secondary_structure_fraction (turn),secondary_structure_fraction (sheet),molar_extinction_coefficient (reduced),molar_extinction_coefficient (oxidized)
49.97318503,-0.595899054,36153.6599,0.050473186,44.88422713,5.645612526,0.261829653,0.129337539,0.403785489,49960,50085
49.97318503,-0.595899054,36153.6599,0.050473186,44.88422713,5.645612526,0.261829653,0.129337539,0.403785489,49960,50085
27.97949161,-0.409836066,26413.3159,0.106557377,24.83610656,5.424849892,0.295081967,0.303278689,0.213114754,31860,31985
27.97949161,-0.409836066,26413.3159,0.106557377,24.83610656,5.424849892,0.295081967,0.303278689,0.213114754,31860,31985
27.97949161,-0.409836066,26413.3159,0.106557377,24.83610656,5.424849892,0.295081967,0.303278689,0.213114754,31860,31985
27.97949161,-0.409836066,26413.3159,0.106557377,24.83610656,5.424849892,0.295081967,0.303278689,0.213114754,31860,31985
27.97949161,-0.409836066,26413.3159,0.106557377,24.83610656,5.424849892,0.295081967,0.303278689,0.213114754,31860,31985
119.9170905,-0.022067767,130137.9117,0.081668115,46.92885317,4.947061348,0.342311034,0.19287576,0.315377932,109210,110585
77.9542145,-0.576458333,55706.7096,0.108333333,36.21775,5.628219795,0.29375,0.185416667,0.270833333,65320,65695
77.9542145,-0.576458333,55706.7096,0.108333333,36.21775,5.628219795,0.29375,0.185416667,0.270833333,65320,65695
77.9542145,-0.576458333,55706.7096,0.108333333,36.21775,5.628219795,0.29375,0.185416667,0.270833333,65320,65695
53.96076929,-0.143761639,59479.9005,0.080074488,47.77057728,5.08137188,0.297951583,0.255121043,0.243947858,78840,80590
53.96076929,-0.143761639,59479.9005,0.080074488,47.77057728,5.08137188,0.297951583,0.255121043,0.243947858,78840,80590
53.96076929,-0.143761639,59479.9005,0.080074488,47.77057728,5.08137188,0.297951583,0.255121043,0.243947858,78840,80590
53.96076929,-0.143761639,59479.9005,0.080074488,47.77057728,5.08137188,0.297951583,0.255121043,0.243947858,78840,80590
39.98373876,0.460679612,44706.8798,0.09223301,39.56286408,8.335069084,0.368932039,0.247572816,0.279126214,54890,55765
39.98373876,0.460679612,44706.8798,0.09223301,39.56286408,8.335069084,0.368932039,0.247572816,0.279126214,54890,55765
58.95459313,-0.576079137,61127.7767,0.082733813,59.09302158,4.871181297,0.257194245,0.334532374,0.264388489,114360,114860
58.95459313,-0.576079137,61127.7767,0.082733813,59.09302158,4.871181297,0.257194245,0.334532374,0.264388489,114360,114860
32.98522786,-0.373755656,24788.4237,0.067873303,74.4800905,8.522478676,0.253393665,0.285067873,0.257918552,26470,27095
32.98522786,-0.373755656,24788.4237,0.067873303,74.4800905,8.522478676,0.253393665,0.285067873,0.257918552,26470,27095
32.98522786,-0.373755656,24788.4237,0.067873303,74.4800905,8.522478676,0.253393665,0.285067873,0.257918552,26470,27095
32.98522786,-0.373755656,24788.4237,0.067873303,74.4800905,8.522478676,0.253393665,0.285067873,0.257918552,26470,27095
32.98522786,-0.373755656,24788.4237,0.067873303,74.4800905,8.522478676,0.253393665,0.285067873,0.257918552,26470,27095
32.98522786,-0.373755656,24788.4237,0.067873303,74.4800905,8.522478676,0.253393665,0.285067873,0.257918552,26470,27095
32.98522786,-0.373755656,24788.4237,0.067873303,74.4800905,8.522478676,0.253393665,0.285067873,0.257918552,26470,27095
32.98522786,-0.373755656,24788.4237,0.067873303,74.4800905,8.522478676,0.253393665,0.285067873,0.257918552,26470,27095
32.98522786,-0.373755656,24788.4237,0.067873303,74.4800905,8.522478676,0.253393665,0.285067873,0.257918552,26470,27095
32.98522786,-0.373755656,24788.4237,0.067873303,74.4800905,8.522478676,0.253393665,0.285067873,0.257918552,26470,27095
32.98522786,-0.373755656,24788.4237,0.067873303,74.4800905,8.522478676,0.253393665,0.285067873,0.257918552,26470,27095
32.98522786,-0.373755656,24788.4237,0.067873303,74.4800905,8.522478676,0.253393665,0.285067873,0.257918552,26470,27095
32.98522786,-0.373755656,24788.4237,0.067873303,74.4800905,8.522478676,0.253393665,0.285067873,0.257918552,26470,27095
69.97299779,-0.470069606,48522.9851,0.088167053,42.71139211,8.78080349,0.271461717,0.252900232,0.194895592,70820,72320
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
37.9772003,-0.180344828,32780.1013,0.082758621,34.88382759,5.845913124,0.327586207,0.196551724,0.251724138,35410,35910
43.97717937,-0.226206897,33274.9605,0.086206897,34.85451724,6.758349419,0.334482759,0.168965517,0.255172414,32890,33265
43.97717937,-0.226206897,33274.9605,0.086206897,34.85451724,6.758349419,0.334482759,0.168965517,0.255172414,32890,33265
156.9182709,-0.316115702,134851.9535,0.072727273,43.54306612,6.459887886,0.282644628,0.254545455,0.230578512,140610,144360
157.9152344,-0.316033058,134276.044,0.070247934,44.59372727,6.256972694,0.276859504,0.256198347,0.23553719,125140,128890
157.9152344,-0.316033058,134276.044,0.070247934,44.59372727,6.256972694,0.276859504,0.256198347,0.23553719,125140,128890
79.95221678,-0.604592902,55713.7751,0.110647182,33.62070981,5.720242119,0.298538622,0.187891441,0.24217119,68300,68675
79.95221678,-0.604592902,55713.7751,0.110647182,33.62070981,5.720242119,0.298538622,0.187891441,0.24217119,68300,68675
79.95221678,-0.604592902,55713.7751,0.110647182,33.62070981,5.720242119,0.298538622,0.187891441,0.24217119,68300,68675
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
36.97538054,-0.521008403,26885.9946,0.105042017,31.06176471,5.670451164,0.306722689,0.235294118,0.205882353,21890,22015
44.97531772,-0.608943089,27747.8504,0.089430894,25.11544715,6.228666878,0.288617886,0.231707317,0.199186992,18910,19035
44.97531772,-0.608943089,27747.8504,0.089430894,25.11544715,6.228666878,0.288617886,0.231707317,0.199186992,18910,19035
44.97531772,-0.608943089,27747.8504,0.089430894,25.11544715,6.228666878,0.288617886,0.231707317,0.199186992,18910,19035
44.97531772,-0.608943089,27747.8504,0.089430894,25.11544715,6.228666878,0.288617886,0.231707317,0.199186992,18910,19035
44.97531772,-0.608943089,27747.8504,0.089430894,25.11544715,6.228666878,0.288617886,0.231707317,0.199186992,18910,19035
44.97531772,-0.608943089,27747.8504,0.089430894,25.11544715,6.228666878,0.288617886,0.231707317,0.199186992,18910,19035
44.97531772,-0.608943089,27747.8504,0.089430894,25.11544715,6.228666878,0.288617886,0.231707317,0.199186992,18910,19035
26.98203414,-0.327848101,18358.1119,0.094936709,46.56139241,6.785973167,0.310126582,0.164556962,0.234177215,24410,25285
71.95442725,-0.823175966,53651.0423,0.051502146,58.07575107,5.063467598,0.25751073,0.190987124,0.32832618,24870,24870
71.95442725,-0.823175966,53651.0423,0.051502146,58.07575107,5.063467598,0.25751073,0.190987124,0.32832618,24870,24870
71.95442725,-0.823175966,53651.0423,0.051502146,58.07575107,5.063467598,0.25751073,0.190987124,0.32832618,24870,24870
71.95442725,-0.823175966,53651.0423,0.051502146,58.07575107,5.063467598,0.25751073,0.190987124,0.32832618,24870,24870
71.95442725,-0.823175966,53651.0423,0.051502146,58.07575107,5.063467598,0.25751073,0.190987124,0.32832618,24870,24870
71.95442725,-0.823175966,53651.0423,0.051502146,58.07575107,5.063467598,0.25751073,0.190987124,0.32832618,24870,24870
71.95442725,-0.823175966,53651.0423,0.051502146,58.07575107,5.063467598,0.25751073,0.190987124,0.32832618,24870,24870
71.95442725,-0.823175966,53651.0423,0.051502146,58.07575107,5.063467598,0.25751073,0.190987124,0.32832618,24870,24870
72.95400052,-0.266783217,62276.8287,0.068181818,36.02222028,5.953168297,0.281468531,0.25,0.216783217,59360,59735
73.9573708,-0.235314685,62183.0558,0.076923077,38.68374126,6.549920845,0.291958042,0.262237762,0.222027972,62800,63175
72.96663455,-0.11978022,49874.362,0.050549451,34.57978022,7.257395744,0.301098901,0.195604396,0.318681319,25900,26275
38.97614677,-0.744067797,26721.8754,0.105932203,31.61525424,5.624297905,0.266949153,0.237288136,0.245762712,34380,34380
34.98337665,0.012643678,28740.9767,0.076628352,39.88084291,7.611502647,0.325670498,0.252873563,0.22605364,55460,56085
34.98337665,0.012643678,28740.9767,0.076628352,39.88084291,7.611502647,0.325670498,0.252873563,0.22605364,55460,56085
34.98337665,0.012643678,28740.9767,0.076628352,39.88084291,7.611502647,0.325670498,0.252873563,0.22605364,55460,56085
34.98337665,0.012643678,28740.9767,0.076628352,39.88084291,7.611502647,0.325670498,0.252873563,0.22605364,55460,56085
34.98337665,0.012643678,28740.9767,0.076628352,39.88084291,7.611502647,0.325670498,0.252873563,0.22605364,55460,56085
34.98337665,0.012643678,28740.9767,0.076628352,39.88084291,7.611502647,0.325670498,0.252873563,0.22605364,55460,56085
34.98337665,0.012643678,28740.9767,0.076628352,39.88084291,7.611502647,0.325670498,0.252873563,0.22605364,55460,56085
34.98337665,0.012643678,28740.9767,0.076628352,39.88084291,7.611502647,0.325670498,0.252873563,0.22605364,55460,56085
34.98337665,0.012643678,28740.9767,0.076628352,39.88084291,7.611502647,0.325670498,0.252873563,0.22605364,55460,56085
34.98337665,0.012643678,28740.9767,0.076628352,39.88084291,7.611502647,0.325670498,0.252873563,0.22605364,55460,56085
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
46.976331,-0.403819444,32198.3885,0.079861111,35.33541667,7.748370934,0.291666667,0.190972222,0.215277778,50420,50795
145.9024074,-0.413323005,148868.0089,0.124709527,36.37182804,5.467820168,0.350890782,0.272656855,0.181254841,188750,189125
145.9024074,-0.413323005,148868.0089,0.124709527,36.37182804,5.467820168,0.350890782,0.272656855,0.181254841,188750,189125
145.9024074,-0.413323005,148868.0089,0.124709527,36.37182804,5.467820168,0.350890782,0.272656855,0.181254841,188750,189125
145.9024074,-0.413323005,148868.0089,0.124709527,36.37182804,5.467820168,0.350890782,0.272656855,0.181254841,188750,189125
145.9024074,-0.413323005,148868.0089,0.124709527,36.37182804,5.467820168,0.350890782,0.272656855,0.181254841,188750,189125
145.9024074,-0.413323005,148868.0089,0.124709527,36.37182804,5.467820168,0.350890782,0.272656855,0.181254841,188750,189125
